site,longitude,latitude,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21
Hoan Kiem lake,105.8529539,21.0233282,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11,64.11
Hoan Kiem lake,105.8533388,21.0233262,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79,60.79
Hoan Kiem lake,105.8537237,21.0233243,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32
Hoan Kiem lake,105.8541086,21.0233224,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81,61.81
Hoan Kiem lake,105.8544935,21.0233204,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91
Hoan Kiem lake,105.8548784,21.0233185,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4
Hoan Kiem lake,105.8552633,21.0233166,66.97,66.97,66.97,66.97,66.97,66.97,66.97,66.97,66.97,66.97,66.97,66.97,66.97,66.97,66.97,66.97,66.97
Hoan Kiem lake,105.8556482,21.0233146,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78
Hoan Kiem lake,105.8560331,21.0233127,70.07,70.07,70.07,70.07,70.07,70.07,70.07,70.07,70.07,70.07,70.07,70.07,70.07,70.07,70.07,70.07,70.07
Hoan Kiem lake,105.856418,21.0233108,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
Hoan Kiem lake,105.8568029,21.0233088,67.28,67.28,67.28,67.28,67.28,67.28,67.28,67.28,67.28,67.28,67.28,67.28,67.28,67.28,67.28,67.28,67.28
Hoan Kiem lake,105.8571878,21.0233069,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39
Hoan Kiem lake,105.8575727,21.0233049,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37
Hoan Kiem lake,105.8421788,21.0237432,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28
Hoan Kiem lake,105.8425637,21.0237413,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84
Hoan Kiem lake,105.8429486,21.0237394,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87,69.87
Hoan Kiem lake,105.8433335,21.0237375,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72,67.72
Hoan Kiem lake,105.8437184,21.0237356,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99,63.99
Hoan Kiem lake,105.8441033,21.0237337,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73
Hoan Kiem lake,105.8444882,21.0237318,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89
Hoan Kiem lake,105.8448731,21.0237299,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08
Hoan Kiem lake,105.845258,21.023728,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12,61.12
Hoan Kiem lake,105.8456429,21.0237261,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96
Hoan Kiem lake,105.8460278,21.0237241,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34,60.34
Hoan Kiem lake,105.8464127,21.0237222,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82,62.82
Hoan Kiem lake,105.8467976,21.0237203,65.37,65.37,65.37,65.37,65.37,65.37,65.37,65.37,65.37,65.37,65.37,65.37,65.37,65.37,65.37,65.37,65.37
Hoan Kiem lake,105.8471825,21.0237184,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65
Hoan Kiem lake,105.8475674,21.0237165,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99
Hoan Kiem lake,105.8479523,21.0237146,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5
Hoan Kiem lake,105.8483372,21.0237126,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51
Hoan Kiem lake,105.8487221,21.0237107,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05,65.05
Hoan Kiem lake,105.849107,21.0237088,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96
Hoan Kiem lake,105.8494919,21.0237069,67.11,67.11,67.11,67.11,67.11,67.11,67.11,67.11,67.11,67.11,67.11,67.11,67.11,67.11,67.11,67.11,67.11
Hoan Kiem lake,105.8498768,21.023705,63.65,63.65,63.65,63.65,63.65,63.65,63.65,63.65,63.65,63.65,63.65,63.65,63.65,63.65,63.65,63.65,63.65
Hoan Kiem lake,105.8502617,21.023703,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64
Hoan Kiem lake,105.8506466,21.0237011,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55
Hoan Kiem lake,105.8510315,21.0236992,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09,70.09
Hoan Kiem lake,105.8514164,21.0236973,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27
Hoan Kiem lake,105.8518013,21.0236953,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33,60.33
Hoan Kiem lake,105.8521862,21.0236934,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71,60.71
Hoan Kiem lake,105.8525711,21.0236915,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72
Hoan Kiem lake,105.852956,21.0236895,65.42,65.42,65.42,65.42,65.42,65.42,65.42,65.42,65.42,65.42,65.42,65.42,65.42,65.42,65.42,65.42,65.42
Hoan Kiem lake,105.8533409,21.0236876,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23
Hoan Kiem lake,105.8537258,21.0236857,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41
Hoan Kiem lake,105.8541107,21.0236838,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25,64.25
Hoan Kiem lake,105.8544955,21.0236818,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57,67.57
Hoan Kiem lake,105.8548804,21.0236799,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91
Hoan Kiem lake,105.8552653,21.0236779,67.48,67.48,67.48,67.48,67.48,67.48,67.48,67.48,67.48,67.48,67.48,67.48,67.48,67.48,67.48,67.48,67.48
Hoan Kiem lake,105.8556502,21.023676,66.68,66.68,66.68,66.68,66.68,66.68,66.68,66.68,66.68,66.68,66.68,66.68,66.68,66.68,66.68,66.68,66.68
Hoan Kiem lake,105.8560351,21.0236741,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29
Hoan Kiem lake,105.85642,21.0236721,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7,63.7
Hoan Kiem lake,105.8568049,21.0236702,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45,70.45
Hoan Kiem lake,105.8571898,21.0236683,69.45,69.45,69.45,69.45,69.45,69.45,69.45,69.45,69.45,69.45,69.45,69.45,69.45,69.45,69.45,69.45,69.45
Hoan Kiem lake,105.8575747,21.0236663,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41,62.41
Hoan Kiem lake,105.8421809,21.0241046,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2
Hoan Kiem lake,105.8425658,21.0241027,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86,69.86
Hoan Kiem lake,105.8429507,21.0241008,66.62,66.62,66.62,66.62,66.62,66.62,66.62,66.62,66.62,66.62,66.62,66.62,66.62,66.62,66.62,66.62,66.62
Hoan Kiem lake,105.8433356,21.0240989,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87,61.87
Hoan Kiem lake,105.8437205,21.024097,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5
Hoan Kiem lake,105.8441054,21.0240951,59.33,59.33,59.33,59.33,59.33,59.33,59.33,59.33,59.33,59.33,59.33,59.33,59.33,59.33,59.33,59.33,59.33
Hoan Kiem lake,105.8444903,21.0240932,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29
Hoan Kiem lake,105.8448752,21.0240913,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
Hoan Kiem lake,105.8452601,21.0240894,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29
Hoan Kiem lake,105.845645,21.0240874,59.61,59.61,59.61,59.61,59.61,59.61,59.61,59.61,59.61,59.61,59.61,59.61,59.61,59.61,59.61,59.61,59.61
Hoan Kiem lake,105.8460299,21.0240855,59.93,59.93,59.93,59.93,59.93,59.93,59.93,59.93,59.93,59.93,59.93,59.93,59.93,59.93,59.93,59.93,59.93
Hoan Kiem lake,105.8464148,21.0240836,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24,61.24
Hoan Kiem lake,105.8467996,21.0240817,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98
Hoan Kiem lake,105.8471845,21.0240798,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95
Hoan Kiem lake,105.8475694,21.0240779,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47
Hoan Kiem lake,105.8479543,21.0240759,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96
Hoan Kiem lake,105.8483392,21.024074,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17,65.17
Hoan Kiem lake,105.8487241,21.0240721,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65,62.65
Hoan Kiem lake,105.849109,21.0240702,63.32,63.32,63.32,63.32,63.32,63.32,63.32,63.32,63.32,63.32,63.32,63.32,63.32,63.32,63.32,63.32,63.32
Hoan Kiem lake,105.8494939,21.0240683,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17
Hoan Kiem lake,105.8498788,21.0240663,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45,60.45
Hoan Kiem lake,105.8502637,21.0240644,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44
Hoan Kiem lake,105.8506486,21.0240625,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78
Hoan Kiem lake,105.8510335,21.0240606,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39
Hoan Kiem lake,105.8514184,21.0240586,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8
Hoan Kiem lake,105.8518033,21.0240567,60.76,60.76,60.76,60.76,60.76,60.76,60.76,60.76,60.76,60.76,60.76,60.76,60.76,60.76,60.76,60.76,60.76
Hoan Kiem lake,105.8521882,21.0240548,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44,61.44
Hoan Kiem lake,105.8525731,21.0240529,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46
Hoan Kiem lake,105.852958,21.0240509,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42
Hoan Kiem lake,105.8533429,21.024049,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75
Hoan Kiem lake,105.8537278,21.0240471,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95,69.95
Hoan Kiem lake,105.8541127,21.0240451,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66
Hoan Kiem lake,105.8544976,21.0240432,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49
Hoan Kiem lake,105.8548825,21.0240413,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47
Hoan Kiem lake,105.8552674,21.0240393,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05,63.05
Hoan Kiem lake,105.8556523,21.0240374,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23,69.23
Hoan Kiem lake,105.8560372,21.0240355,66.79,66.79,66.79,66.79,66.79,66.79,66.79,66.79,66.79,66.79,66.79,66.79,66.79,66.79,66.79,66.79,66.79
Hoan Kiem lake,105.8564221,21.0240335,69.33,69.33,69.33,69.33,69.33,69.33,69.33,69.33,69.33,69.33,69.33,69.33,69.33,69.33,69.33,69.33,69.33
Hoan Kiem lake,105.856807,21.0240316,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34
Hoan Kiem lake,105.8571919,21.0240296,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98,69.98
Hoan Kiem lake,105.8575768,21.0240277,63.11,63.11,63.11,63.11,63.11,63.11,63.11,63.11,63.11,63.11,63.11,63.11,63.11,63.11,63.11,63.11,63.11
Hoan Kiem lake,105.8421829,21.024466,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28
Hoan Kiem lake,105.8425678,21.0244641,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7,62.7
Hoan Kiem lake,105.8429527,21.0244622,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17,69.17
Hoan Kiem lake,105.8433376,21.0244603,61.73,61.73,61.73,61.73,61.73,61.73,61.73,61.73,61.73,61.73,61.73,61.73,61.73,61.73,61.73,61.73,61.73
Hoan Kiem lake,105.8437225,21.0244584,59.45,59.45,59.45,59.45,59.45,59.45,59.45,59.45,59.45,59.45,59.45,59.45,59.45,59.45,59.45,59.45,59.45
Hoan Kiem lake,105.8441074,21.0244565,58.98,58.98,58.98,58.98,58.98,58.98,58.98,58.98,58.98,58.98,58.98,58.98,58.98,58.98,58.98,58.98,58.98
Hoan Kiem lake,105.8444923,21.0244546,60.13,60.13,60.13,60.13,60.13,60.13,60.13,60.13,60.13,60.13,60.13,60.13,60.13,60.13,60.13,60.13,60.13
Hoan Kiem lake,105.8448772,21.0244527,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85
Hoan Kiem lake,105.8452621,21.0244507,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24
Hoan Kiem lake,105.845647,21.0244488,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59,61.59
Hoan Kiem lake,105.8460319,21.0244469,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15
Hoan Kiem lake,105.8464168,21.024445,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94,65.94
Hoan Kiem lake,105.8468017,21.0244431,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97,68.97
Hoan Kiem lake,105.8471866,21.0244412,64.78,64.78,64.78,64.78,64.78,64.78,64.78,64.78,64.78,64.78,64.78,64.78,64.78,64.78,64.78,64.78,64.78
Hoan Kiem lake,105.8475715,21.0244393,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48
Hoan Kiem lake,105.8479564,21.0244373,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29
Hoan Kiem lake,105.8483413,21.0244354,60.57,60.57,60.57,60.57,60.57,60.57,60.57,60.57,60.57,60.57,60.57,60.57,60.57,60.57,60.57,60.57,60.57
Hoan Kiem lake,105.8487262,21.0244335,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17
Hoan Kiem lake,105.8491111,21.0244316,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15
Hoan Kiem lake,105.849496,21.0244297,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98
Hoan Kiem lake,105.8498809,21.0244277,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8
Hoan Kiem lake,105.8502658,21.0244258,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85
Hoan Kiem lake,105.8506507,21.0244239,60.92,60.92,60.92,60.92,60.92,60.92,60.92,60.92,60.92,60.92,60.92,60.92,60.92,60.92,60.92,60.92,60.92
Hoan Kiem lake,105.8510356,21.024422,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47
Hoan Kiem lake,105.8514205,21.02442,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38,64.38
Hoan Kiem lake,105.8518054,21.0244181,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87
Hoan Kiem lake,105.8521903,21.0244162,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68
Hoan Kiem lake,105.8525752,21.0244142,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96,68.96
Hoan Kiem lake,105.8529601,21.0244123,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94
Hoan Kiem lake,105.853345,21.0244104,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91
Hoan Kiem lake,105.8537299,21.0244085,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89,61.89
Hoan Kiem lake,105.8541148,21.0244065,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3,61.3
Hoan Kiem lake,105.8544997,21.0244046,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8
Hoan Kiem lake,105.8548846,21.0244027,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29,66.29
Hoan Kiem lake,105.8552695,21.0244007,62.78,62.78,62.78,62.78,62.78,62.78,62.78,62.78,62.78,62.78,62.78,62.78,62.78,62.78,62.78,62.78,62.78
Hoan Kiem lake,105.8556544,21.0243988,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6
Hoan Kiem lake,105.8560393,21.0243968,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6
Hoan Kiem lake,105.8564242,21.0243949,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85,64.85
Hoan Kiem lake,105.8568091,21.024393,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14,69.14
Hoan Kiem lake,105.857194,21.024391,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84
Hoan Kiem lake,105.8575789,21.0243891,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86,65.86
Hoan Kiem lake,105.8421849,21.0248274,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4
Hoan Kiem lake,105.8425698,21.0248255,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99
Hoan Kiem lake,105.8429547,21.0248236,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97,65.97
Hoan Kiem lake,105.8433396,21.0248217,62.47,62.47,62.47,62.47,62.47,62.47,62.47,62.47,62.47,62.47,62.47,62.47,62.47,62.47,62.47,62.47,62.47
Hoan Kiem lake,105.8437245,21.0248198,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22
Hoan Kiem lake,105.8441094,21.0248179,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84,60.84
Hoan Kiem lake,105.8444943,21.024816,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95,61.95
Hoan Kiem lake,105.8448792,21.024814,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98,63.98
Hoan Kiem lake,105.8452641,21.0248121,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66,67.66
Hoan Kiem lake,105.845649,21.0248102,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79,68.79
Hoan Kiem lake,105.8460339,21.0248083,64.03,64.03,64.03,64.03,64.03,64.03,64.03,64.03,64.03,64.03,64.03,64.03,64.03,64.03,64.03,64.03,64.03
Hoan Kiem lake,105.8464188,21.0248064,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
Hoan Kiem lake,105.8468037,21.0248045,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77,61.77
Hoan Kiem lake,105.8471886,21.0248026,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52
Hoan Kiem lake,105.8475735,21.0248006,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15,60.15
Hoan Kiem lake,105.8479584,21.0247987,59.98,59.98,59.98,59.98,59.98,59.98,59.98,59.98,59.98,59.98,59.98,59.98,59.98,59.98,59.98,59.98,59.98
Hoan Kiem lake,105.8483433,21.0247968,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
